Sample_Name,Sample_Well,Sample_Plate,Sample_Group,Pool_ID,Sentrix_ID,Sentrix_Position,Investigator,Project,Tissue,Type,EBV,Cell_Line,Wildtype,Normal,Coment,Scan_Date,GDSC1,GDSC2,cosmic_id
KLE,F06,SMET0038,NA,NA,8359018112,R06C02,Sebastian Moran,Sanger Cell Lines,ENDOMETRIUM,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,endometrium,924187
JHH-6,G01,SMET0038,NA,NA,8359026005,R01C01,Sebastian Moran,Sanger Cell Lines,LIVER,UNDIFFERENTIATED HEPATOCELLULAR CARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,liver,1240159
JHH-7,H01,SMET0038,NA,NA,8359026005,R01C02,Sebastian Moran,Sanger Cell Lines,LIVER,HEPATOCELLULAR CARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,liver,1240160
TE-441-T,G02,SMET0038,NA,NA,8359026005,R02C01,Sebastian Moran,Sanger Cell Lines,SOFT TISSUE,RHABDOMYOSARCOMA,No,YES,Yes,No,NA,2012-08-27,soft_tissue,rhabdomyosarcoma,924248
RH-1,H02,SMET0038,NA,NA,8359026005,R02C02,Sebastian Moran,Sanger Cell Lines,SOFT TISSUE,RHABDOMYOSARCOMA,No,YES,Yes,No,NA,2012-08-27,soft_tissue,rhabdomyosarcoma,971773
NCCIT,G03,SMET0038,NA,NA,8359026005,R03C01,Sebastian Moran,Sanger Cell Lines,TESTIS,GERM CELL TUMOUR,No,YES,Yes,No,NA,2012-08-27,urogenital_system,testis,908441
ETK-1,H03,SMET0038,NA,NA,8359026005,R03C02,Sebastian Moran,Sanger Cell Lines,BILIARY TRACT,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,biliary_tract,906861
LAN-6,G04,SMET0038,NA,NA,8359026005,R04C01,Sebastian Moran,Sanger Cell Lines,AUTONOMIC GANGLIA,NEUROBLASTOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,neuroblastoma,949170
NB10,H04,SMET0038,NA,NA,8359026005,R04C02,Sebastian Moran,Sanger Cell Lines,AUTONOMIC GANGLIA,NEUROBLASTOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,neuroblastoma,949171
IMR-5,G05,SMET0038,NA,NA,8359026005,R05C01,Sebastian Moran,Sanger Cell Lines,AUTONOMIC GANGLIA,NEUROBLASTOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,neuroblastoma,907170
NB6,H05,SMET0038,NA,NA,8359026005,R05C02,Sebastian Moran,Sanger Cell Lines,AUTONOMIC GANGLIA,NEUROBLASTOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,neuroblastoma,949173
MFE-319,G06,SMET0038,NA,NA,8359026005,R06C01,Sebastian Moran,Sanger Cell Lines,ENDOMETRIUM,ENDOMETRIUM ADENOCARCINOMA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,endometrium,1240174
HEC-1,H06,SMET0038,NA,NA,8359026005,R06C02,Sebastian Moran,Sanger Cell Lines,ENDOMETRIUM,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,endometrium,907051
MES-SA,A07,SMET0038,NA,NA,8359026011,R01C01,Sebastian Moran,Sanger Cell Lines,SOFT TISSUE,SARCOMA,No,YES,Yes,No,NA,2012-08-27,urogenital_system,uterus,908127
HSC-2,B07,SMET0038,NA,NA,8359026011,R01C02,Sebastian Moran,Sanger Cell Lines,UPPER AERODIGESTIVE TRACT,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,aero_digestive_tract,head and neck,753562
NCI-H720,A08,SMET0038,NA,NA,8359026011,R02C01,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOID-ENDOCRINE TUMOUR,No,YES,Yes,No,NA,2012-08-27,lung,lung_NSCLC_carcinoid,687600
D-245MG,B08,SMET0038,NA,NA,8359026011,R02C02,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,glioma,946366
EM-2,A09,SMET0038,NA,NA,8359026011,R03C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,HAEMATOPOIETIC NEOPLASM,No,YES,Yes,No,NA,2012-08-27,blood,chronic_myeloid_leukaemia,906855
HH,B09,SMET0038,NA,NA,8359026011,R03C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-27,blood,T_cell_leukemia,907056
HAL-01,A10,SMET0038,NA,NA,8359026011,R04C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-27,blood,lymphoblastic_leukemia,949153
A3-KAW,B10,SMET0038,NA,NA,8359026011,R04C02,Sebastian Moran,Sanger Cell Lines,STOMACH,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,blood,B_cell_lymphoma,910935
JEKO-1,A11,SMET0038,NA,NA,8359026011,R05C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,B CELL LYMPHOMA,No,YES,Yes,No,NA,2012-08-27,blood,B_cell_lymphoma,1327765
ABC-1,B11,SMET0038,NA,NA,8359026011,R05C02,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,lung,lung_NSCLC_adenocarcinoma,906791
ESO26,A12,SMET0038,NA,NA,8359026011,R06C01,Sebastian Moran,Sanger Cell Lines,OESOPHAGUS,ADENOCARCINOMA,No,YES,Yes,No,NA,2012-08-27,aero_digestive_tract,oesophagus,1503366
MRK-NU-1,B12,SMET0038,NA,NA,8359026011,R06C02,Sebastian Moran,Sanger Cell Lines,BREAST,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,breast,breast,908151
SCC-3,C07,SMET0038,NA,NA,8359026012,R01C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-27,blood,B_cell_lymphoma,910930
G-292-CLONE-A141B1,D07,SMET0038,NA,NA,8359026012,R01C02,Sebastian Moran,Sanger Cell Lines,BONE,OSTEOSARCOMA,No,YES,Yes,No,NA,2012-08-27,bone,osteosarcoma,1290807
QGP-1,C08,SMET0038,NA,NA,8359026012,R02C01,Sebastian Moran,Sanger Cell Lines,PANCREAS,ISLET CELL CARCINOMA,No,YES,Yes,No,NA,2012-08-27,pancreas,pancreas,1298534
NCI-H345,D08,SMET0038,NA,NA,8359026012,R02C02,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,lung,lung_small_cell_carcinoma,688021
ML-1,C09,SMET0038,NA,NA,8359026012,R03C01,Sebastian Moran,Sanger Cell Lines,THYROID,FOLLICULAR THYROID CARCINOMA,No,YES,Yes,No,NA,2012-08-27,thyroid,thyroid,1240178
HPAF-II,D09,SMET0038,NA,NA,8359026012,R03C02,Sebastian Moran,Sanger Cell Lines,PANCREAS,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,pancreas,pancreas,724869
BB49-HNC,C10,SMET0038,NA,NA,8359026012,R04C01,Sebastian Moran,Sanger Cell Lines,UPPER AERODIGESTIVE TRACT,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,aero_digestive_tract,head and neck,753532
SU-DHL-1,D10,SMET0038,NA,NA,8359026012,R04C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-27,blood,anaplastic_large_cell_lymphoma,909742
NCI-H1563,C11,SMET0038,NA,NA,8359026012,R05C01,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,lung,lung_NSCLC_adenocarcinoma,753600
OACM5-1,D11,SMET0038,NA,NA,8359026012,R05C02,Sebastian Moran,Sanger Cell Lines,OESOPHAGUS,ADENOCARCINOMA,No,YES,Yes,No,NA,2012-08-27,aero_digestive_tract,oesophagus,1503363
VMRC-RCZ,C12,SMET0038,NA,NA,8359026012,R06C01,Sebastian Moran,Sanger Cell Lines,KIDNEY,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,kidney,kidney,909781
FLO-1,D12,SMET0038,NA,NA,8359026012,R06C02,Sebastian Moran,Sanger Cell Lines,OESOPHAGUS,ADENOCARCINOMA,No,YES,Yes,No,NA,2012-08-27,aero_digestive_tract,oesophagus,1503361
H-EMC-SS,E07,SMET0038,NA,NA,8359026016,R01C01,Sebastian Moran,Sanger Cell Lines,BONE,CHONDROSARCOMA,No,YES,Yes,No,NA,2012-08-27,bone,chondrosarcoma,907290
CHP-126,F07,SMET0038,NA,NA,8359026016,R01C02,Sebastian Moran,Sanger Cell Lines,AUTONOMIC GANGLIA,NEUROBLASTOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,neuroblastoma,910567
CAR-1,E08,SMET0038,NA,NA,8359026016,R02C01,Sebastian Moran,Sanger Cell Lines,LARGE INTESTINE,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,large_intestine,924108
NCI-H2227,F08,SMET0038,NA,NA,8359026016,R02C02,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,lung,lung_small_cell_carcinoma,688018
HUTU-80,E09,SMET0038,NA,NA,8359026016,R03C01,Sebastian Moran,Sanger Cell Lines,SMALL INTESTINE,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,digestive_system_other,907073
BB65-RCC,F09,SMET0038,NA,NA,8359026016,R03C02,Sebastian Moran,Sanger Cell Lines,KIDNEY,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,kidney,kidney,753533
NCI-H838,E10,SMET0038,NA,NA,8359026016,R04C01,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,lung,lung_NSCLC_adenocarcinoma,910399
NALM-6,F10,SMET0038,NA,NA,8359026016,R04C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-27,blood,B_cell_leukemia,908158
D-566MG,E11,SMET0038,NA,NA,8359026016,R05C01,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,glioma,946377
KATOIII,F11,SMET0038,NA,NA,8359026016,R05C02,Sebastian Moran,Sanger Cell Lines,STOMACH,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,stomach,907276
EMC-BAC-2,E12,SMET0038,NA,NA,8359026016,R06C01,Sebastian Moran,Sanger Cell Lines,NA,NA,No,YES,Yes,No,NA,2012-08-27,lung,lung_NSCLC_adenocarcinoma,1503370
EMC-BAC-1,F12,SMET0038,NA,NA,8359026016,R06C02,Sebastian Moran,Sanger Cell Lines,NA,NA,No,YES,Yes,No,NA,2012-08-27,lung,lung_NSCLC_adenocarcinoma,1503369
DB,G07,SMET0038,NA,NA,8359026017,R01C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-27,blood,B_cell_lymphoma,906832
TE-4,H07,SMET0038,NA,NA,8359026017,R01C02,Sebastian Moran,Sanger Cell Lines,OESOPHAGUS,SQUAMOUS CELL CARCINOMA,No,YES,Yes,No,NA,2012-08-27,aero_digestive_tract,oesophagus,1503371
OSC-19,G08,SMET0038,NA,NA,8359026017,R02C01,Sebastian Moran,Sanger Cell Lines,UPPER AERODIGESTIVE TRACT,TONGUE SQUAMOUS CELL CARCINOMA,No,YES,Yes,No,NA,2012-08-27,aero_digestive_tract,head and neck,1298362
H2810,H08,SMET0038,NA,NA,8359026017,R02C02,Sebastian Moran,Sanger Cell Lines,PLEURA,PLEURAL MESOTHELIOMA,No,YES,Yes,No,NA,2012-08-27,lung,mesothelioma,1240137
SF126,G09,SMET0038,NA,NA,8359026017,R03C01,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-27,nervous_system,glioma,909712
H2595,H09,SMET0038,NA,NA,8359026017,R03C02,Sebastian Moran,Sanger Cell Lines,PLEURA,PLEURAL MESOTHELIOMA,No,YES,Yes,No,NA,2012-08-27,lung,mesothelioma,1240132
IPC-298,G10,SMET0038,NA,NA,8359026017,R04C01,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-27,skin,melanoma,907171
RL,H10,SMET0038,NA,NA,8359026017,R04C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-27,blood,B_cell_lymphoma,910861
SK-GT-2,G11,SMET0038,NA,NA,8359026017,R05C01,Sebastian Moran,Sanger Cell Lines,OESOPHAGUS,ADENOCARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,stomach,1503364
SW1573,H11,SMET0038,NA,NA,8359026017,R05C02,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,lung,lung_NSCLC_adenocarcinoma,724878
P30-OHK,G12,SMET0038,NA,NA,8359026017,R06C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-27,blood,lymphoblastic_leukemia,909252
NCI-H841,H12,SMET0038,NA,NA,8359026017,R06C02,Sebastian Moran,Sanger Cell Lines,LUNG,SMALL CELL LUNG CANCER,No,YES,Yes,No,NA,2012-08-27,lung,lung_small_cell_carcinoma,1240192
SU-DHL-4,A07,SMET0039,NA,NA,7878191029,R01C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,B CELL LYMPHOMA,No,YES,Yes,No,NA,2012-08-23,blood,B_cell_lymphoma,1331035
SU-DHL-16,B07,SMET0039,NA,NA,7878191029,R01C02,Sebastian Moran,Sanger Cell Lines,NA,B CELL LYMPHOMA,No,YES,Yes,No,NA,2012-08-23,blood,B_cell_lymphoma,1331034
ESS-1,A08,SMET0039,NA,NA,7878191029,R02C01,Sebastian Moran,Sanger Cell Lines,ENDOMETRIUM,CARCINOMA,No,YES,Yes,No,NA,2012-08-23,urogenital_system,endometrium,907000
KCL-22,A09,SMET0039,NA,NA,7878191029,R03C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,CHRONIC MYELOID LEUKEMIA,No,YES,Yes,No,NA,2012-08-23,blood,chronic_myeloid_leukaemia,1330931
MOLM-13,B09,SMET0039,NA,NA,7878191029,R03C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,ACUTE MYELOID LEUKEMIA,No,YES,Yes,No,NA,2012-08-23,blood,acute_myeloid_leukaemia,1330947
NCI-H1944,A10,SMET0039,NA,NA,7878191029,R04C01,Sebastian Moran,Sanger Cell Lines,LUNG,NON-SMALL CELL LUNG CANCER,No,YES,Yes,No,NA,2012-08-23,lung,lung_NSCLC_adenocarcinoma,1240185
JJN-3,B10,SMET0039,NA,NA,7878191029,R04C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,PLASMA CELL LEUKEMIA,No,YES,Yes,No,NA,2012-08-23,blood,haematopoietic_neoplasm other,1327766
KMS-12-BM,A11,SMET0039,NA,NA,7878191029,R05C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,MULTIPLE MYELOMA,No,YES,Yes,No,NA,2012-08-23,blood,myeloma,907281
RWPE2-W99,B11,SMET0039,NA,NA,7878191029,R05C02,Sebastian Moran,Sanger Cell Lines,NA,CARCINOMA,No,YES,Yes,No,NA,2012-08-23,urogenital_system,prostate,1331028
NCI-H2172,A12,SMET0039,NA,NA,7878191029,R06C01,Sebastian Moran,Sanger Cell Lines,LUNG,NON-SMALL CELL LUNG CANCER,No,YES,Yes,No,NA,2012-08-23,lung,lung_NSCLC_not specified,1298353
ROS-50,B12,SMET0039,NA,NA,7878191029,R06C02,Sebastian Moran,Sanger Cell Lines,NA,B CELL LEUKEMIA,No,YES,Yes,No,NA,2012-08-23,blood,B_cell_leukemia,1331025
SU-DHL-8,E07,SMET0039,NA,NA,7878191034,R01C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,B CELL LYMPHOMA,No,YES,Yes,No,NA,2012-08-23,blood,B_cell_lymphoma,1331038
MONO-MAC-1,F07,SMET0039,NA,NA,7878191034,R01C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,ACUTE MONOCYTIC LEUKEMIA,No,YES,Yes,No,NA,2012-08-23,blood,acute_myeloid_leukaemia,1330955
SBC-3,E08,SMET0039,NA,NA,7878191034,R02C01,Sebastian Moran,Sanger Cell Lines,LUNG,SMALL CELL CARCINOMA (OAT CELL TYPE),No,YES,Yes,No,NA,2012-08-23,lung,lung_small_cell_carcinoma,753610
451LU,F08,SMET0039,NA,NA,7878191034,R02C02,Sebastian Moran,Sanger Cell Lines,SKIN,MELANOMA,No,YES,Yes,No,NA,2012-08-23,skin,melanoma,1287706
KOPN-8,E09,SMET0039,NA,NA,7878191034,R03C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,B CELL PRECURSOR LEUKEMIA,No,YES,Yes,No,NA,2012-08-23,blood,B_cell_leukemia,1330933
SAT,F09,SMET0039,NA,NA,7878191034,R03C02,Sebastian Moran,Sanger Cell Lines,UPPER AERODIGESTIVE TRACT,ORAL SQUAMOUS CELL CARCINOMA,No,YES,Yes,No,NA,2012-08-23,aero_digestive_tract,head and neck,1299050
L-1236,E10,SMET0039,NA,NA,7878191034,R04C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,HODGKIN LYMPHOMA,No,YES,Yes,No,NA,2012-08-23,blood,Hodgkin_lymphoma,1330935
I-9-2,F10,SMET0039,NA,NA,7878191034,R04C02,Sebastian Moran,Sanger Cell Lines,NA,ACUTE T CELL LEUKEMIA,No,YES,Yes,No,NA,2012-08-23,blood,lymphoblastic_T_cell_leukaemia,1327761
ME-1,E11,SMET0039,NA,NA,7878191034,R05C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,ACUTE MYELOID LEUKEMIA,No,YES,Yes,No,NA,2012-08-23,blood,acute_myeloid_leukaemia,1330942
PL4,F11,SMET0039,NA,NA,7878191034,R05C02,Sebastian Moran,Sanger Cell Lines,PANCREAS,CARCINOMA,No,YES,Yes,No,NA,2012-08-23,pancreas,pancreas,1298533
RPMI-8402,E12,SMET0039,NA,NA,7878191034,R06C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-23,blood,lymphoblastic_T_cell_leukaemia,909702
KP-N-RT-BM-1,F12,SMET0039,NA,NA,7878191034,R06C02,Sebastian Moran,Sanger Cell Lines,AUTONOMIC GANGLIA,NEUROBLASTOMA,No,YES,Yes,No,NA,2012-08-23,nervous_system,neuroblastoma,924189
PF-382,A01,SMET0039,NA,NA,7878191035,R01C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-23,blood,lymphoblastic_T_cell_leukaemia,909260
SK-GT-4,B01,SMET0039,NA,NA,7878191035,R01C02,Sebastian Moran,Sanger Cell Lines,OESOPHAGUS,ADENOCARCINOMA,No,YES,Yes,No,NA,2012-08-23,aero_digestive_tract,oesophagus,1503365
HC-1,A02,SMET0039,NA,NA,7878191035,R02C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-23,blood,hairy_cell_leukaemia,907044
NCI-H740,B02,SMET0039,NA,NA,7878191035,R02C02,Sebastian Moran,Sanger Cell Lines,LUNG,LUNG,No,YES,Yes,No,NA,2012-08-23,lung,Lung_other,1331055
NCC021,A03,SMET0039,NA,NA,7878191035,R03C01,Sebastian Moran,Sanger Cell Lines,NA,NA,No,YES,Yes,No,NA,2012-08-23,kidney,kidney,1509074
KP-N-YN,B03,SMET0039,NA,NA,7878191035,R03C02,Sebastian Moran,Sanger Cell Lines,AUTONOMIC GANGLIA,NEUROBLASTOMA,No,YES,Yes,No,NA,2012-08-23,nervous_system,neuroblastoma,907314
NCI-H187,A04,SMET0039,NA,NA,7878191035,R04C01,Sebastian Moran,Sanger Cell Lines,LUNG,CARCINOMA,No,YES,Yes,No,NA,2012-08-23,lung,lung_small_cell_carcinoma,688007
RCC-FG2,B04,SMET0039,NA,NA,7878191035,R04C02,Sebastian Moran,Sanger Cell Lines,KIDNEY,CARCINOMA,No,YES,Yes,No,NA,2012-08-23,kidney,kidney,1524414
AMO-1,A05,SMET0039,NA,NA,7878191035,R05C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,PLASMACYTOMA,No,YES,Yes,No,NA,2012-08-23,blood,haematopoietic_neoplasm other,1295741
PL-21,B05,SMET0039,NA,NA,7878191035,R05C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,ACUTE MYELOID LEUKEMIA,No,YES,Yes,No,NA,2012-08-23,blood,acute_myeloid_leukaemia,1330991
JEG-3,A06,SMET0039,NA,NA,7878191035,R06C01,Sebastian Moran,Sanger Cell Lines,PLACENTA,CHORIOCARCINOMA,No,YES,Yes,No,NA,2012-08-23,urogenital_system,urogenital_system_other,907176
HSC-4,B06,SMET0039,NA,NA,7878191035,R06C02,Sebastian Moran,Sanger Cell Lines,UPPER AERODIGESTIVE TRACT,CARCINOMA,No,YES,Yes,No,NA,2012-08-23,aero_digestive_tract,head and neck,907062
HS-766T,G01,SMET0039,NA,NA,7878191037,R01C01,Sebastian Moran,Sanger Cell Lines,PANCREAS,ADENOCARCINOMA,No,YES,Yes,No,NA,2012-08-23,pancreas,pancreas,1298141
OACP4C,H01,SMET0039,NA,NA,7878191037,R01C02,Sebastian Moran,Sanger Cell Lines,OESOPHAGUS,ADENOCARCINOMA,No,YES,Yes,No,NA,2012-08-23,aero_digestive_tract,oesophagus,1503362
HCC1419,G02,SMET0039,NA,NA,7878191037,R02C01,Sebastian Moran,Sanger Cell Lines,BREAST,CARCINOMA,No,YES,Yes,No,NA,2012-08-23,breast,breast,907045
HCC-33,H02,SMET0039,NA,NA,7878191037,R02C02,Sebastian Moran,Sanger Cell Lines,LUNG,SMALL CELL LUNG CANCER,No,YES,Yes,No,NA,2012-08-23,lung,lung_small_cell_carcinoma,1303901
RCC-AB,G03,SMET0039,NA,NA,7878191037,R03C01,Sebastian Moran,Sanger Cell Lines,KIDNEY,CARCINOMA,No,YES,Yes,No,NA,2012-08-23,kidney,kidney,1524418
RCC-MF,H03,SMET0039,NA,NA,7878191037,R03C02,Sebastian Moran,Sanger Cell Lines,KIDNEY,CARCINOMA,No,YES,Yes,No,NA,2012-08-23,kidney,kidney,1524419
WIL2-NS,G04,SMET0039,NA,NA,7878191037,R04C01,Sebastian Moran,Sanger Cell Lines,NA,B LYMPHOCYTE,No,YES,Yes,No,NA,2012-08-23,blood,lymphoid_neoplasm other,1331049
SLVL,H04,SMET0039,NA,NA,7878191037,R04C02,Sebastian Moran,Sanger Cell Lines,NA,SPLENIC B-CELL LYMPHOMA,No,YES,Yes,No,NA,2012-08-23,blood,B_cell_lymphoma,1331032
RC-K8,G05,SMET0039,NA,NA,7878191037,R05C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,B CELL LYMPHOMA,No,YES,Yes,No,NA,2012-08-23,blood,B_cell_lymphoma,1330995
T-T,H05,SMET0039,NA,NA,7878191037,R05C02,Sebastian Moran,Sanger Cell Lines,OESOPHAGUS,SQUAMOUS CELL CARCINOMA,No,YES,Yes,No,NA,2012-08-23,aero_digestive_tract,oesophagus,1299064
OCI-M1,G06,SMET0039,NA,NA,7878191037,R06C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,ACUTE MYELOID LEUKEMIA,No,YES,Yes,No,NA,2012-08-23,blood,acute_myeloid_leukaemia,1330985
SU-DHL-10,H06,SMET0039,NA,NA,7878191037,R06C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,B CELL LYMPHOMA,No,YES,Yes,No,NA,2012-08-23,blood,B_cell_lymphoma,1331033
LOU-NH91,G07,SMET0039,NA,NA,7878191083,R01C01,Sebastian Moran,Sanger Cell Lines,LUNG,LUNG SQUAMOUS CELL CARCINOMA,No,YES,Yes,No,NA,2012-08-23,lung,lung_NSCLC_squamous_cell_carcinoma,1298226
HT55,H07,SMET0039,NA,NA,7878191083,R01C02,Sebastian Moran,Sanger Cell Lines,LARGE INTESTINE,CARCINOMA,No,YES,Yes,No,NA,2012-08-23,digestive_system,large_intestine,907287
JSC-1,G08,SMET0039,NA,NA,7878191083,R02C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,B CELL LYMPHOMA,No,YES,Yes,No,NA,2012-08-23,blood,B_cell_lymphoma,1327769
JURL-MK1,H08,SMET0039,NA,NA,7878191083,R02C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,CHRONIC MYELOID LEUKEMIA,No,YES,Yes,No,NA,2012-08-23,blood,chronic_myeloid_leukaemia,1327771
MEC-2,G09,SMET0039,NA,NA,7878191083,R03C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,CHRONIC B CELL LEUKEMIA,No,YES,Yes,No,NA,2012-08-23,blood,B_cell_leukemia,1330944
MEC-1,H09,SMET0039,NA,NA,7878191083,R03C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,CHRONIC B CELL LEUKEMIA,No,YES,Yes,No,NA,2012-08-23,blood,B_cell_leukemia,1330943
RERF-LC-KJ,G10,SMET0039,NA,NA,7878191083,R04C01,Sebastian Moran,Sanger Cell Lines,LUNG,ADENOCARCINOMA,No,YES,Yes,No,NA,2012-08-23,lung,lung_NSCLC_adenocarcinoma,1298537
MOG-G-CCM,H10,SMET0039,NA,NA,7878191083,R04C02,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-23,nervous_system,glioma,908144
BICR10,G11,SMET0039,NA,NA,7878191083,R05C01,Sebastian Moran,Sanger Cell Lines,UPPER AERODIGESTIVE TRACT,BUCCAL MUCOSA SQUAMOUS CARCINOMA,No,YES,Yes,No,NA,2012-08-23,aero_digestive_tract,head and neck,1290724
TGBC1TKB,H11,SMET0039,NA,NA,7878191083,R05C02,Sebastian Moran,Sanger Cell Lines,BILIARY TRACT,CARCINOMA,No,YES,Yes,No,NA,2012-08-23,digestive_system,biliary_tract,909769
